wos_id,title,authors,journal,year,volume,pages,doi
WOS:001695721400001,Informational Tradeoffs From Banking Concentration and Institutional Ownership on Firm Investment: Evidence From Europe,"Alvarez, Roberto and Jara, Mauricio and Pombo, Carlos and Vargas, Paulina",BRQ-BUSINESS RESEARCH QUARTERLY,2026,29,,10.1177/23409444261421239
WOS:001712896800001,What drives investment choices? A behavioral perspective from Gujarat state,"Patel, Bhautik Alpeshkumar and Patel, Brijesh Mukeshbhai",RAJAGIRI MANAGEMENT JOURNAL,2026,20,51-68,10.1108/RAMJ-07-2025-0136
WOS:001691300100001,Analysis of Islamic Unit Trust Funds Investors in Malaysia using the Kohonen self-organizing maps,"Bouzekouk, Salim and Mansor, Fadillah",JOURNAL OF ISLAMIC MARKETING,2026,,,10.1108/JIMA-08-2024-0350
WOS:001700014100001,Global Attention and Market Resilience: Evidence from the Gaza Conflict and Israeli Financial Assets,"Papanikolaou, Nikolaos and Vasileiou, Evangelos and Pantos, Themistoclis",ECONOMIES,2026,14,,10.3390/economies14020061
WOS:001226913600001,When local and foreign investors meet the Chinese government's risk perception about COVID-19,"Deng, Chao and Li, Shiyu and Hong, Yun",JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,2024,74,,10.1016/j.mulfin.2024.100858
WOS:001018783000001,"Role of perceived COVID-19 disruption, personality traits and risk perception in determining the investment behavior of retail investors: a hybrid regression-neural network approach","Manzoor, Arfat and Jan, Andleebah and Shafi, Mohammad and Parry, Mohammad Ashraf and Mir, Tawseef",JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,2025,41,1366-1385,10.1108/JEAS-01-2023-0026
WOS:000941788800001,Risk Factor Disclosures in the US Airline Industry Following the COVID-19 Pandemic,"Penela, Daniela and Palma, Miguel",RISKS,2023,11,,10.3390/risks11020034
WOS:000788793600001,Moderating Role of Information Asymmetry Between Cognitive Biases and Investment Decisions: A Mediating Effect of Risk Perception,"Zhang, Mingming and Nazir, Mian Sajid and Farooqi, Rabia and Ishfaq, Muhammad",FRONTIERS IN PSYCHOLOGY,2022,13,,10.3389/fpsyg.2022.828956
WOS:001378267700003,"Contagion. FTX, A Sector's Crisis \& Crypto's Silent Victims","Breydo, Lev E.",AMERICAN BANKRUPTCY LAW JOURNAL,2024,98,97-173,
WOS:000799384000001,Tangibility bias in investment risk judgments,"Atasoy, Ozgun and Trudel, Remi and Noseworthy, Theodore J. and Kaufmann, Patrick J.",ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2022,171,,10.1016/j.obhdp.2022.104150
WOS:000812830900001,Mediating Role of Optimism Bias and Risk Perception Between Emotional Intelligence and Decision-Making: A Serial Mediation Model,"Chen, Chaoran and Ishfaq, Muhammad and Ashraf, Farzana and Sarfaraz, Ayesha and Wang, Kan",FRONTIERS IN PSYCHOLOGY,2022,13,,10.3389/fpsyg.2022.914649
WOS:001258858000002,Hidden Consequences of Consumer Protection on the Financial Market: Regulation-introduced Bias {*},"Sindelar, Jiri and Budinsky, Petr",PRAGUE ECONOMIC PAPERS,2024,33,277-318,10.18267/j.pep.862
WOS:001363466400001,Embedding behavioral biases into robo-advisory platforms-case of UAE investors,"Banerjee, Arindam and Kumar, Raghavendra Prasanna and Mohnot, Rajesh",JOURNAL OF RISK FINANCE,2025,26,41-55,10.1108/JRF-06-2024-0184
WOS:000615645600001,Robo-Advising Risk Profiling through Content Analysis for Sustainable Development in the Hong Kong Financial Market,"So, Mike K. P.",SUSTAINABILITY,2021,13,,10.3390/su13031306
WOS:000867432800005,Unsupervised machine learning to reveal South African risk behaviour archetypes in the domain of discretionary investment decisions,"Nixon, Paul and Gilbert, Evan",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2022,36,,10.1016/j.jbef.2022.100757
WOS:001065903200001,Anxiety in Returns,"Pigorsch, Uta and Schaefer, Sebastian",JOURNAL OF BEHAVIORAL FINANCE,2025,26,155-171,10.1080/15427560.2023.2257344
WOS:001129384800001,Market Efficiency and Stock Investment Loss Aversion Guide During COVID-19 Pandemic Events: The Case for Applying Data Mining,"Chen, Yen-Chang and Liu, Ying-Sing",SAGE OPEN,2023,13,,10.1177/21582440231215956
WOS:000475476000006,Foreign Direct Investment in Infrastructure Projects: Taxonomy of Political Risk Profiles in Developing Countries,"Jiang, Weiling and Martek, Igor and Hosseini, M. Reza and Chen, Chuan and Ma, Le",JOURNAL OF INFRASTRUCTURE SYSTEMS,2019,25,,10.1061/(ASCE)IS.1943-555X.0000503
WOS:000740162700007,Beware the inexperienced financial advisor with a high trait emotional intelligence: Psychological determinants of the misperception of the risk-return relationship,"Priolo, Giulia and Vacondio, Martina and Bernasconi, Sara Maria and Rubaltelli, Enrico",PERSONALITY AND INDIVIDUAL DIFFERENCES,2022,188,,10.1016/j.paid.2021.111458
WOS:000851496300001,Sustainable development of the green bond markets in India: Challenges and strategies,"Bansal, Shashank and Mani, Satya Prakash and Gupta, Himanshu and Maurya, Shipra",SUSTAINABLE DEVELOPMENT,2023,31,237-252,10.1002/sd.2386
WOS:000657545400005,On the hedging benefits of REITs: The role of risk aversion and market states,"Demirer, Riza and Yuksel, Asli and Yuksel, Aydin",ECONOMICS AND BUSINESS LETTERS,2021,10,126-132,10.17811/ebl.10.2.2021.126-132
WOS:000710345000001,Forecasting sovereign risk perception of Brazilian bonds: an evaluation of machine learning prediction accuracy,"Pacheco de Oliveira, Diego Silveira and Montes, Gabriel Caldas",INTERNATIONAL JOURNAL OF EMERGING MARKETS,2023,18,3414-3436,10.1108/IJOEM-01-2021-0106
WOS:000667135700014,When do investors gamble in the stock market?,"Gong, Pu and Wen, Zhuzhu and Xiong, Xiong and Gong, Cynthia M.",INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2021,74,,10.1016/j.irfa.2021.101712
WOS:000510058100001,Bank risk-taking and market discipline: Evidence from CoCo bonds in Korea,"Lee, Younghwan and Park, Haerang",JOURNAL OF FUTURES MARKETS,2020,40,885-894,10.1002/fut.22097
WOS:000550684000045,Risk Identification and Decision Making for P2P Companies: An Empirical Study in the Bohai Coast Regions,"Ma, Liyi and Li, Yingxia and Li, Dandan and Li, Hui and Wang, Yane and Ren, Chengmei",JOURNAL OF COASTAL RESEARCH,2020,,191-196,10.2112/SI106-045.1
WOS:000547435500013,A STUDY ON BEHAVIOURAL TRAITS OF RISK AVERSE INVESTORS : EVIDENCES FROM INDIA,"Mahmood, Athar and Ahmad, Moid U.",SMART-JOURNAL OF BUSINESS MANAGEMENT STUDIES,2020,16,115-123,10.5958/2321-2012.2020.00022.6
WOS:000571151100013,Measurement of risk preference,"Filiz, Ibrahim and Nahmer, Thomas and Spiwoks, Markus and Gubaydullina, Zulia",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2020,27,,10.1016/j.jbef.2020.100355
WOS:000689423800001,An Empirical Study on the Influence of the Basic Medical Insurance for Urban and Rural Residents on Family Financial Asset Allocation,"Li, Shenglin and Yang, Yifei",FRONTIERS IN PUBLIC HEALTH,2021,9,,10.3389/fpubh.2021.725608
WOS:000466101700023,RISK MEASURE OPTIMIZATION: PERCEIVED RISK AND OVERCONFIDENCE OF STRUCTURED PRODUCT INVESTORS,"Chen, Xi and Wang, Zongrun and Deng, Songhai and Fang, Yong",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,2019,15,1473-1492,10.3934/jimo.2018105
WOS:000514935900007,Diversification Benefits of REIT Preferred and Common Stock: New Evidence from a Utility-based Framework,"Boudry, I, Walter and deRoos, Jan A. and Ukhov, Andrey D.",REAL ESTATE ECONOMICS,2020,48,240-293,10.1111/1540-6229.12166
WOS:000541109600007,What makes an investment risky? An analysis of price path characteristics,"Borsboom, Charlotte and Zeisberger, Stefan",JOURNAL OF ECONOMIC BEHAVIOR \& ORGANIZATION,2020,169,92-125,10.1016/j.jebo.2019.11.002
WOS:000674037500001,Asset-Level Transparency and the (E)valuation of Asset-Backed Securities,"Neilson, Jed J. and Ryan, Stephen G. and Wang, K. Philip and Xie, Biqin",JOURNAL OF ACCOUNTING RESEARCH,2022,60,1131-1183,10.1111/1475-679X.12389
WOS:000658641100001,Influence of COVID-induced fear on sovereign bond yield,"Paule-Vianez, Jessica and Orden-Cruz, Carmen and Escamilla-Solano, Sandra",ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,2022,35,2173-2190,10.1080/1331677X.2021.1934509
WOS:000469357500003,Can platform competition support market segmentation? Network externalities versus matching efficiency in equity crowdfunding markets,"Gal-Or, Esther and Gal-Or, Ronen and Penmetsa, Nabita",JOURNAL OF ECONOMICS \& MANAGEMENT STRATEGY,2019,28,420-435,10.1111/jems.12286
WOS:000716419100001,Managers' skills and fund flows in the Japanese mutual fund market,"Omori, Kozo and Kitamura, Tomoki",STUDIES IN ECONOMICS AND FINANCE,2022,39,675-696,10.1108/SEF-05-2020-0147
WOS:000659904500005,Modeling Asset Pricing Using Behavioral Variables: Fama- Macbeth Approach,"Nasiri, Mohammad and Sarraf, Fatemeh and Nourollahzadeh, Nowrouz and Hamidian, Mohsen and Noorifard, Yadollah",IRANIAN JOURNAL OF MANAGEMENT STUDIES,2021,14,547-564,10.22059/IJMS.2020.303308.674087
WOS:000560832400008,MANAGERIAL AVERSION AND CAPITAL STRUCTURE: EVIDENCE FROM SOUTHEAST ASIA,"Adeneye, Yusuf Babatunde and Chu, Ei Yet",ASIAN ACADEMY OF MANAGEMENT JOURNAL OF ACCOUNTING AND FINANCE,2020,16,155-183,10.21315/aamjaf2020.16.1.8
WOS:000719845200005,Understanding the Psyche of Retail Investors in India and Their Reactions towards Market Highs and Lows While Making Investment Decisions during the Times of Covid-19,"Kothari, Anil and Baxi, Palak",PACIFIC BUSINESS REVIEW INTERNATIONAL,2021,14,54-60,
WOS:000610321800001,Reference Prices and Turnover: Evidence from Small-Capitalization Stocks,"Pandey, Ashish",JOURNAL OF RISK AND FINANCIAL MANAGEMENT,2021,14,,10.3390/jrfm14010029
WOS:000470458300001,Why does a prestigious emission house emit a loan for a peripheral state? The house of Rothschild and the Greek guaranteed loan of 1833,"Schoenhaerl, Korinna",BUSINESS HISTORY,2021,63,557-573,10.1080/00076791.2019.1593373
WOS:000487979400008,What Are Investors Afraid of? Finding the Big Bad Wolf,"Alemanni, Barbara and Uberti, Pierpaolo",INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,2019,7,,10.3390/ijfs7030042
WOS:001469810900038,A Theory of Credit Rating Criteria,"Guo, Nan and Kou, Steven and Wang, Bin and Wang, Ruodu",MANAGEMENT SCIENCE,2025,71,,10.1287/mnsc.2023.01075
WOS:001690345900001,Loss aversion in investment: A bibliometric and network visualization analysis,"Soman, Siddhesh S. and Chirputkar, Abhijit and Punjani, Krunal K.",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2026,49,,10.1016/j.jbef.2026.101155
WOS:001559734800001,Clustering Dutch citizens into behavioural phenotypes to understand green energy investment preferences,"Nikoloski, M. and Botzen, W. J. W. and Banerjee, S. and Blasch, J.",ECONOMICS LETTERS,2025,255,,10.1016/j.econlet.2025.112566
WOS:001758274400001,Unraveling the role of personality in equity markets,"Singh, Anurag and Goel, Utkarsh and Kumar, Shailendra and Baker, H. Kent",REVIEW OF BEHAVIORAL ECONOMICS,2026,,,10.1108/RBE-06-2025-0046
WOS:001822880600004,FROM NEWS TO CHARTS: RETHINKING MARKET PREDICTION WITH MULTIMODAL AI,"Guo, Haochen and Polak, Petr",MANAGEMENT-JOURNAL OF CONTEMPORARY MANAGEMENT ISSUES,2026,31,99-110,10.30924/mjcmi.31.1.6
WOS:001834815500001,A cultural finance perspective on the low volatility anomaly,"Solanki, Kamini and Seetharam, Yudhvir and Page, Daniel",RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,2026,90,,10.1016/j.ribaf.2026.103562
WOS:001721418000001,"Navigating crypto markets: financial literacy, behavior and information channels","Ruiz, Juan Rafael",INTERNATIONAL JOURNAL OF BANK MARKETING,2026,,,10.1108/IJBM-04-2025-0285
WOS:001818441600001,Time-frequency connectedness and extreme dependencies in stock sector markets of the Chinese and US economies,"Roudari, Soheil and Ahmadian-Yazdi, Farzaneh and Homayounifar, Masoud and Mensi, Walid and Al-Yahyaee, Khamis Hamed",CHINA FINANCE REVIEW INTERNATIONAL,2026,,,10.1108/CFRI-11-2024-0708
WOS:001648376800001,Do match surprises move fan token prices? Evidence from UEFA competitions,"Blom, Morris Justin and Pereira, Marco Henriques",FINANCE RESEARCH LETTERS,2026,90,,10.1016/j.frl.2025.109349
WOS:001547859200001,Does Anticipated Regret Affect the Predictability of Stock Returns?,"Dodonova, Anna and Khoroshilov, Yuri",FINANCIAL REVIEW,2026,61,201-210,10.1111/fire.70014
WOS:001630077200001,The Fear Z Function: modeling asymmetric volatility decay across market shock categories,"Kim, Sangphill",REVIEW OF BEHAVIORAL FINANCE,2026,18,1-18,10.1108/RBF-06-2025-0239
WOS:001189156300001,Investing in our planet: Examining retail investors' preference for green bond investment,"Azad, Shivam and Devi, S. L. Tulasi and Mishra, Anand Kumar",BUSINESS STRATEGY AND THE ENVIRONMENT,2024,33,5151-5173,10.1002/bse.3743
WOS:001222851000001,Investment motives and performance expectations of impact investors☆,"Bachmann, Kremena and Meyer, Julia and Krauss, Annette",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2024,42,,10.1016/j.jbef.2024.100911
WOS:001335221600001,Firms' uncertainty perception and asset-debt maturity mismatch,"Li, Xiang and Peng, Xu and Chen, Lijuan and Ren, Zejuan",FINANCE RESEARCH LETTERS,2024,69,,10.1016/j.frl.2024.106160
WOS:001379716500001,An insight of financial literacy and artificial intelligence to mitigate behavioral biases: a bibliometric and systematic review analysis using SPAR-4-SLR,"Annu and Tripathi, Ravindra",INTERNATIONAL JOURNAL OF EMERGING MARKETS,2025,20,5047-5068,10.1108/IJOEM-07-2024-1110
WOS:000520402600028,Energy systems for climate change mitigation: A systematic review,"Kang, Jia-Ning and Wei, Yi-Ming and Liu, Lan-Cui and Han, Rong and Yu, Bi-Ying and Wang, Jin-Wei",APPLIED ENERGY,2020,263,,10.1016/j.apenergy.2020.114602
WOS:000679027300001,Do sustainable institutional investors contribute to firms' environmental performance? Empirical evidence from Europe,"Kordsachia, Othar and Focke, Maximilian and Velte, Patrick",REVIEW OF MANAGERIAL SCIENCE,2022,16,1409-1436,10.1007/s11846-021-00484-7
WOS:001016977100001,Gauging investors' investment decisions in the crypto market through the PRISM of behavioral biases: a fuzzy AHP approach,"Sood, Kirti and Pathak, Prachi and Jain, Jinesh and Gupta, Sanjay",INTERNATIONAL JOURNAL OF EMERGING MARKETS,2025,20,1465-1486,10.1108/IJOEM-02-2022-0263
WOS:001325631000001,"Impact of gender, age, and education on investors' behavior: An empirical study of Delhi-NCR","Bushra, Bushra and Srivastav, Shalini and Kapoor, Shikha",INTERNATIONAL JOURNAL OF SYSTEM ASSURANCE ENGINEERING AND MANAGEMENT,2024,,,10.1007/s13198-024-02534-1
WOS:001326989400001,Asymmetric dependence between the prospect theory value and stock returns in India: a quantile regression approach,"Yadav, Manisha and Dixit, Gaurav",MANAGERIAL FINANCE,2025,51,236-261,10.1108/MF-10-2023-0628
WOS:000678885300001,Why retail investors traded equity during the pandemic? An application of artificial neural networks to examine behavioral biases,"Talwar, Shalini and Talwar, Manish and Tarjanne, Visa and Dhir, Amandeep",PSYCHOLOGY \& MARKETING,2021,38,2142-2163,10.1002/mar.21550
WOS:000808588100001,Determinants of mobile apps adoption by retail investors for online trading in emerging financial markets,"Nair, Parvathy S. and Shiva, Atul and Yadav, Nikhil and Tandon, Priyanka",BENCHMARKING-AN INTERNATIONAL JOURNAL,2023,30,1623-1648,10.1108/BIJ-01-2022-0019
WOS:000724819600001,Behavioural biases affecting investors' decision-making process: a scale development approach,"Jain, Jinesh and Walia, Nidhi and Kaur, Manpreet and Singh, Simarjeet",MANAGEMENT RESEARCH REVIEW,2022,45,1079-1098,10.1108/MRR-02-2021-0139
WOS:001105294700001,Measuring behavioral biases in individual investors decision-making and sociodemographic correlations: a systematic review,"Cardoso, Nicolas de Oliveira and Salvador, Eduarda Zorgi and Broch, Gustavo and Mette, Frederike Monika Budiner and Yoshinaga, Claudia Emiko and Machado, Wagner de Lara",QUALITATIVE RESEARCH IN FINANCIAL MARKETS,2024,16,636-659,10.1108/QRFM-05-2022-0090
WOS:001100009900001,Optimal investment problem under behavioral setting: A Lagrange duality perspective,"Bi, Xiuchun and Cui, Zhenyu and Fan, Jiacheng and Yuan, Lvning and Zhang, Shuguang",JOURNAL OF ECONOMIC DYNAMICS \& CONTROL,2023,156,,10.1016/j.jedc.2023.104751
WOS:001023574700001,Do heuristics affect Brazilian investors' decision-making process?,"Souza, Virgilio Vasconcelos and Souza, Lucas Lopes Ferreira and Oliveira, Oderlene and de Souza, Elnivan Moreira and Costa, Juliana Silva",REVIEW OF BEHAVIORAL FINANCE,2024,16,282-299,10.1108/RBF-09-2022-0210
WOS:000927125200001,Do investment fund managers behave rationally in the light of central bank communication? Survey evidence from Poland,"Wolski, Rafal and Bolek, Monika and Gajdka, Jerzy and Brzeszczynski, Janusz and Kutan, Ali M. M.",QUALITATIVE RESEARCH IN FINANCIAL MARKETS,2023,15,757-794,10.1108/QRFM-07-2021-0124
WOS:001008236600015,Examining the Effect of Fear on Investment Decisions and Interpreting It with Psychological Factors: A Research on Turkiye2,"Ugur, Ahmet and Tosun, Nergis",SOSYOEKONOMI,2023,31,325-354,10.17233/sosyoekonomi.2023.02.15
WOS:000926030300001,The Role of Emotions and Knowledge on Preference for Uncertainty: Follow Your Heart but Listen to Your Brain!,"Saraiva, Tania and Goncalves, Tiago Cruz",RISKS,2023,11,,10.3390/risks11010002
WOS:000859642500001,Does the Adaptive Market Hypothesis Reconcile the Behavioral Finance and the Efficient Market Hypothesis?,"Noreen, Umara and Shafique, Attayah and Ayub, Usman and Saeed, Syed Kashif",RISKS,2022,10,,10.3390/risks10090168
WOS:000779555500009,"Income, trading, and performance: Evidence from retail investors","Bui, Dien Giau and Hasan, Iftekhar and Lin, Chih-Yung and Zhai, Rui-Xiang",JOURNAL OF EMPIRICAL FINANCE,2022,66,176-195,10.1016/j.jempfin.2022.01.006
WOS:000636747900001,Moderation effect of pleasure seeking and loss aversion in the relationship between personality traits and risky investment intention,"Aren, Selim and Hamamci, Hatice Nayman and Ozcan, Safvan",KYBERNETES,2021,50,3305-3330,10.1108/K-05-2020-0278
WOS:000478640000008,Analyzing stock market trends using social media user moods and social influence,"Li, Daifeng and Wang, Yintian and Madden, Andrew and Ding, Ying and Tang, Jie and Sun, Gordon Guozheng and Zhang, Ning and Zhou, Enguo",JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,2019,70,1000-1013,10.1002/asi.24173
WOS:000866793500001,A Multimodal Affective Sensing Model for Constructing a Personality-Based Financial Advisor System,"Lee, Chung-Hong and Yang, Hsin-Chang and Su, Xuan-Qi and Tang, Yao-Xiang",APPLIED SCIENCES-BASEL,2022,12,,10.3390/app121910066
WOS:000865201400001,An empirical analysis of navigation behaviors across stock and cryptocurrency trading platforms: implications for targeting and segmentation strategies,"Kim, Hwang",ELECTRONIC COMMERCE RESEARCH,2024,24,2113-2141,10.1007/s10660-022-09612-1
WOS:000775155000001,Donald Duck: a narrative that embeds behavioral finance?,"Kleine, Jens and Peschke, Thomas and Wuschick, Anna",STUDIES IN ECONOMICS AND FINANCE,2022,39,737-753,10.1108/SEF-12-2021-0521
WOS:000566471800003,Biased short: Short sellers' disposition effect and limits to arbitrage,"von Beschwitz, Bastian and Massa, Massimo",JOURNAL OF FINANCIAL MARKETS,2020,49,,10.1016/j.finmar.2019.100512
WOS:000703540300001,Examining drivers and deterrents of individuals' investment intentions: a qualitative multistage analysis,"Misra, Rupali and Goel, Puneeta and Srivastava, Sumita",QUALITATIVE RESEARCH IN FINANCIAL MARKETS,2021,13,608-631,10.1108/QRFM-07-2020-0135
WOS:000693481600001,Is there an endogeneity problem between health and apartment value? Gender differences and the impact of obesity on property self-evaluation,"Arbel, Yuval and Fialkoff, Chaim and Kerner, Amichai",JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,2022,37,807-822,10.1007/s10901-021-09879-0
WOS:000586094700001,Behavioral Heterogeneity in the Stock Market Revisited: What Factors Drive Investors as Fundamentalists or Chartists?,"Li, Leon and Miu, Peter",JOURNAL OF BEHAVIORAL FINANCE,2022,23,73-91,10.1080/15427560.2020.1841767
WOS:000599878600009,Analysis of attention on venture capital: A method of complex network on time series,"Zhang, Yu-Jie and Meng, Kou and Gao, Ting and Song, Yan-Qiu and Hu, Jun and Ti, En-Peng",INTERNATIONAL JOURNAL OF MODERN PHYSICS B,2020,34,,10.1142/S0217979220502732
WOS:000538079800001,The status quo and the investment decisions,"El Harbi, Sana and Toumia, Oumeima",MANAGERIAL FINANCE,2020,46,1183-1197,10.1108/MF-11-2019-0571
WOS:000562875200001,Resistance to change in the financial management of small family-owned firms: a grounded theory of family firms in Laos,"Daovisan, Hanvedes and Chamaratana, Thanapauge",JOURNAL OF ACCOUNTING AND ORGANIZATIONAL CHANGE,2020,16,497-514,10.1108/JAOC-05-2020-0063
WOS:000493664000001,Loss aversion in an agent-based asset pricing model,"Pruna, Radu T. and Polukarov, Maria and Jennings, Nicholas R.",QUANTITATIVE FINANCE,2020,20,275-290,10.1080/14697688.2019.1655784
WOS:000549584200002,Pricing Efficiency and Bounded Rationality: Evidence Based on the Responses Surrounding GICS Real Estate Category Creation,"Bao, Helen X. H. and Brady, Adam and Wang, Ziyou",INTERNATIONAL REAL ESTATE REVIEW,2020,23,663-689,
WOS:000484418200003,A test of market efficiency using stock market anomalies: a behavioural approach,"ul Abdin, Syed Zain and Waqas, Muhammad and Ahmad, Mumtaz",MIDDLE EAST JOURNAL OF MANAGEMENT,2019,6,551-573,
